,ID,Nom,Année de sortie,Classification,Durée (min),Genre,Note,Nombre de votant,Revenus,Genre1,Genre2,Genre3
902,902,Entre le ciel et l'enfer,1963,Tous publics,143,"Crime, Drama, Mystery","8,4",,,Crime, Drama, Mystery
903,903,Drishyam 2,2021,13,152,"Crime, Drama, Thriller","8,4",,,Crime, Drama, Thriller
904,904,Reservoir Dogs,1992,16,99,"Crime, Thriller","8,3",1 041 006,$2.83M,Crime, Thriller,
905,905,Sueurs froides,1958,Tous publics,128,"Mystery, Romance, Thriller","8,3",410 288,$3.20M,Mystery, Romance, Thriller
906,906,La mort aux trousses,1959,Tous publics,136,"Action, Adventure, Mystery","8,3",334 096,$13.28M,Action, Adventure, Mystery
907,907,M le maudit,1931,Tous publics,118,"Crime, Mystery, Thriller","8,3",161 461,$0.03M,Crime, Mystery, Thriller
908,908,Assurance sur la mort,1944,Tous publics,107,"Crime, Drama, Film-Noir","8,3",160 581,$5.72M,Crime, Drama, Film-Noir
909,909,Kantara,2022,,148,"Action, Adventure, Drama","8,3",,,Action, Adventure, Drama
910,910,K.G.F: Chapter 2,2022,13,168,"Action, Crime, Drama","8,3",139 278,$6.60M,Action, Crime, Drama
911,911,Vikram,2022,,175,"Action, Crime, Thriller","8,3",,,Action, Crime, Thriller
912,912,Ratsasan,2018,,170,"Action, Crime, Drama","8,3",,,Action, Crime, Drama
913,913,Drishyam,2013,,160,"Crime, Drama, Thriller","8,3",,,Crime, Drama, Thriller
914,914,John Wick: Chapitre 4,2023,12,169,"Action, Crime, Thriller","8,2",,,Action, Crime, Thriller
915,915,Jurassic Park,1993,Tous publics,127,"Action, Adventure, Sci-Fi","8,2",1 011 906,$402.45M,Action, Adventure, Sci-Fi
916,916,No Country for Old Men,2007,12,122,"Crime, Drama, Thriller","8,2",999 284,$74.28M,Crime, Drama, Thriller
917,917,Shutter Island,2010,12,138,"Mystery, Thriller","8,2",1 357 010,$128.01M,Mystery, Thriller,
918,918,Kill Bill: Volume I,2003,16,111,"Action, Crime, Drama","8,2",1 138 718,$70.10M,Action, Crime, Drama
919,919,Sixième sens,1999,12,107,"Drama, Mystery, Thriller","8,2",1 009 540,$293.51M,Drama, Mystery, Thriller
920,920,Piège de cristal,1988,Tous publics,132,"Action, Thriller","8,2",900 035,$83.01M,Action, Thriller,
921,921,V pour vendetta,2005,Tous publics avec avertissement,132,"Action, Drama, Sci-Fi","8,2",1 139 284,$70.51M,Action, Drama, Sci-Fi
922,922,Chinatown,1974,12,130,"Drama, Mystery, Thriller","8,2",334 131,$8.49M,Drama, Mystery, Thriller
923,923,L.A. Confidential,1997,Tous publics,138,"Crime, Drama, Mystery","8,2",592 351,$64.62M,Crime, Drama, Mystery
924,924,"Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini",2020,Tous publics avec avertissement,117,"Animation, Action, Adventure","8,2",63 822,$47.70M,Animation, Action, Adventure
925,925,La Grande Évasion,1963,Tous publics,172,"Adventure, Drama, History","8,2",249 148,$12.10M,Adventure, Drama, History
926,926,Dans ses yeux,2009,Tous publics,129,"Drama, Mystery, Romance","8,2",213 796,$6.39M,Drama, Mystery, Romance
927,927,Tumbbad,2018,,104,"Drama, Fantasy, Horror","8,2",,,Drama, Fantasy, Horror
928,928,Drishyam 2,2022,13,140,"Crime, Drama, Mystery","8,2",,,Crime, Drama, Mystery
929,929,Le crime était presque parfait,1954,Tous publics,105,"Crime, Thriller","8,2",180 261,$0.01M,Crime, Thriller,
930,930,Le garde du corps,1961,Tous publics,110,"Action, Drama, Thriller","8,2",,,Action, Drama, Thriller
931,931,Il faut sauver le soldat Ryan,1998,Tous publics avec avertissement,169,"Drama, War","8,6",1 420 636,$216.54M,Drama, War,
932,932,La vie est belle,1997,Tous publics,116,"Comedy, Drama, Romance","8,6",709 849,$57.60M,Comedy, Drama, Romance
933,933,Le pianiste,2002,Tous publics,150,"Biography, Drama, Music","8,5",853 992,$32.57M,Biography, Drama, Music
934,934,Casablanca,1942,Tous publics,102,"Drama, Romance, War","8,5",582 530,$1.02M,Drama, Romance, War
935,935,Le tombeau des lucioles,1988,Tous publics,89,"Animation, Drama, War","8,5",,,Animation, Drama, War
936,936,Apocalypse Now,1979,Tous publics avec avertissement,147,"Drama, Mystery, War","8,4",681 059,$83.47M,Drama, Mystery, War
937,937,Requiem pour un massacre - Va et regarde,1985,Tous publics avec avertissement,142,"Drama, Thriller, War","8,4",,,Drama, Thriller, War
938,938,Braveheart,1995,Tous publics,178,"Biography, Drama, History","8,4",1 054 244,$75.60M,Biography, Drama, History
939,939,Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !,1964,Tous publics,95,"Comedy, War","8,4",499 657,$0.28M,Comedy, War,
940,940,Le Bateau,1981,Tous publics,149,"Drama, War","8,4",255 310,$11.49M,Drama, War,
941,941,Les sentiers de la gloire,1957,Banned,88,"Drama, War","8,4",,,Drama, War,
942,942,Le dictateur,1940,Tous publics,125,"Comedy, Drama, War","8,4",228 330,$0.29M,Comedy, Drama, War
943,943,Inglourious Basterds,2009,12,153,"Adventure, Drama, War","8,3",1 488 342,$120.54M,Adventure, Drama, War
944,944,Full Metal Jacket,1987,13,116,"Drama, War","8,3",757 334,$46.36M,Drama, War,
945,945,Lawrence d'Arabie,1962,Tous publics,218,"Adventure, Biography, Drama","8,3",300 580,$44.82M,Adventure, Biography, Drama
946,946,Jugement à Nuremberg,1961,Tous publics,179,"Drama, War","8,3",,,Drama, War,
947,947,Ayla,2017,,125,"Biography, Drama, History","8,3",,,Biography, Drama, History
948,948,Shershaah,2021,13,135,"Action, Biography, Drama","8,3",,,Action, Biography, Drama
949,949,1917,2019,Tous publics avec avertissement,119,"Action, Drama, War","8,2",618 558,$159.23M,Action, Drama, War
950,950,La chute,2004,Tous publics avec avertissement,156,"Biography, Drama, History","8,2",361 879,$5.51M,Biography, Drama, History
951,951,Le labyrinthe de Pan,2006,12,118,"Drama, Fantasy, War","8,2",680 040,$37.63M,Drama, Fantasy, War
952,952,Autant en emporte le vent,1939,Tous publics,238,"Drama, Romance, War","8,2",321 986,$198.68M,Drama, Romance, War
953,953,La Grande Évasion,1963,Tous publics,172,"Adventure, Drama, History","8,2",249 148,$12.10M,Adventure, Drama, History
954,954,Ran,1985,Tous publics,162,"Action, Drama, War","8,2",128 849,$4.14M,Action, Drama, War
955,955,Jeu dangereux,1942,Tous publics,99,"Comedy, Romance, War","8,2",,,Comedy, Romance, War
956,956,Uri: The Surgical Strike,2019,,138,"Action, Drama, History","8,2",66 889,$4.19M,Action, Drama, History
957,957,Montagne II,2016,,135,"Action, Drama, War","8,2",,,Action, Drama, War
958,958,Tu ne tueras point,2016,12,139,"Biography, Drama, History","8,1",547 817,$67.21M,Biography, Drama, History
959,959,Platoon,1986,12,120,"Drama, War","8,1",422 698,$138.53M,Drama, War,
960,960,Voyage au bout de l'enfer,1978,12,183,"Drama, War","8,1",346 211,$48.98M,Drama, War,
961,961,Barry Lyndon,1975,Tous publics,185,"Adventure, Drama, War","8,1",,,Adventure, Drama, War
962,962,Hôtel Rwanda,2004,Tous publics,121,"Biography, Drama, History","8,1",361 493,$23.53M,Biography, Drama, History
963,963,Le pont de la rivière Kwaï,1957,Tous publics,161,"Adventure, Drama, War","8,1",225 338,$44.91M,Adventure, Drama, War
964,964,À l'Ouest rien de nouveau,1930,Tous publics,152,"Drama, War","8,1",65 397,$3.27M,Drama, War,
965,965,Les Plus Belles Années de notre vie,1946,Tous publics,170,"Drama, Romance, War","8,1",66 955,$23.65M,Drama, Romance, War
966,966,Underground,1995,,170,"Comedy, Drama, Fantasy","8,1",59 570,$0.17M,Comedy, Drama, Fantasy
967,967,Le message,1976,Tous publics,177,"Biography, Drama, History","8,1",,,Biography, Drama, History
968,968,La bataille d'Alger,1966,Tous publics,121,"Drama, War","8,1",62 299,$0.06M,Drama, War,
969,969,Le mécano de la Générale,1926,Tous publics,67,"Action, Adventure, Comedy","8,1",93 708,$1.03M,Action, Adventure, Comedy
970,970,La grande illusion,1937,Tous publics,113,"Drama, War","8,1",37 608,$0.17M,Drama, War,
971,971,Mandarines,2013,Tous publics,87,"Drama, War","8,1",47 469,$0.14M,Drama, War,
972,972,Dara iz Jasenovca,2020,R,130,"Drama, War","8,1",81 388,$0.05M,Drama, War,
973,973,Imitation Game,2014,Tous publics,114,"Biography, Drama, Thriller","8,0",787 693,$91.13M,Biography, Drama, Thriller
974,974,Ip man,2008,12,106,"Action, Biography, Drama","8,0",,,Action, Biography, Drama
975,975,La Voix d'Aida,2020,Tous publics,101,"Drama, History, War","8,0",,,Drama, History, War
976,976,Persepolis,2007,Tous publics,96,"Animation, Biography, Drama","8,0",96 987,$4.45M,Animation, Biography, Drama
977,977,Stalag 17,1953,Tous publics,120,"Comedy, Drama, War","8,0",,,Comedy, Drama, War
978,978,Au revoir les enfants,1987,Tous publics,104,"Drama, War","8,0",34 881,$4.54M,Drama, War,
979,979,L'enfance d'Ivan,1962,Tous publics,95,"Drama, War","8,0",,,Drama, War,
980,980,Frères de sang,2004,12,140,"Action, Drama, War","8,0",40 339,$1.11M,Action, Drama, War
981,981,"Le Bon, la brute, le truand",1966,12,161,"Adventure, Western","8,8",775 836,$6.10M,Adventure, Western,
982,982,Il était une fois dans l'Ouest,1968,Tous publics,165,Western,"8,5",336 561,$5.32M,Western,,
983,983,Django Unchained,2012,12,165,"Drama, Western","8,4",1 595 648,$162.81M,Drama, Western,
984,984,Impitoyable,1992,Tous publics,130,"Drama, Western","8,2",420 190,$101.16M,Drama, Western,
985,985,...et pour quelques dollars de plus,1965,18,132,"Drama, Western","8,2",262 364,$15.00M,Drama, Western,
986,986,Le Trésor de la Sierra Madre,1948,Tous publics,126,"Adventure, Drama, Western","8,2",127 733,$5.01M,Adventure, Drama, Western
987,987,L'homme qui tua Liberty Valance,1962,12,123,"Drama, Western","8,1",,,Drama, Western,
988,988,La ruée vers l'or,1925,Tous publics,95,"Adventure, Comedy, Drama","8,1",113 713,$5.45M,Adventure, Comedy, Drama
989,989,Sholay,1975,,204,"Action, Adventure, Comedy","8,1",,,Action, Adventure, Comedy
990,990,Danse avec les loups,1990,Tous publics,181,"Adventure, Drama, Western","8,0",275 826,$184.21M,Adventure, Drama, Western
991,991,The Revenant,2015,12,156,"Action, Adventure, Drama","8,0",826 225,$183.64M,Action, Adventure, Drama
992,992,Butch Cassidy et le Kid,1969,Tous publics,110,"Biography, Crime, Drama","8,0",220 501,$102.31M,Biography, Crime, Drama
993,993,Rio Bravo,1959,,141,"Drama, Western","8,0",64 978,$12.54M,Drama, Western,
994,994,Le train sifflera trois fois,1952,Tous publics,85,"Drama, Thriller, Western","8,0",106 750,$9.45M,Drama, Thriller, Western
995,995,Pour une poignée de dollars,1964,Tous publics,99,"Action, Drama, Western","7,9",223 058,$14.50M,Action, Drama, Western
996,996,La prisonnière du désert,1956,Tous publics,119,"Adventure, Drama, Western","7,9",,,Adventure, Drama, Western
997,997,La Horde sauvage,1969,18,145,"Action, Adventure, Drama","7,9",87 236,$12.06M,Action, Adventure, Drama
998,998,Tombstone,1993,Tous publics,130,"Biography, Drama, History","7,8",155 496,$56.51M,Biography, Drama, History
999,999,Les 8 Salopards,2015,12 avec avertissement,168,"Crime, Drama, Mystery","7,8",622 080,$54.12M,Crime, Drama, Mystery
1000,1000,Josey Wales hors-la-loi,1976,Tous publics,135,Western,"7,8",76 396,$31.80M,Western,,
1001,1001,La rivière rouge,1948,,133,"Drama, Western","7,8",,,Drama, Western,
1002,1002,La Chevauchée fantastique,1939,Tous publics,96,"Adventure, Drama, Western","7,8",,,Adventure, Drama, Western
1003,1003,Wind River,2017,12,107,"Crime, Drama, Mystery","7,7",261 889,$33.80M,Crime, Drama, Mystery
1004,1004,Les 7 mercenaires,1960,Tous publics,128,"Action, Adventure, Drama","7,7",98 083,$4.91M,Action, Adventure, Drama
1005,1005,Le shérif est en prison,1974,Tous publics,93,"Comedy, Western","7,7",144 351,$119.50M,Comedy, Western,
1006,1006,3h10 pour Yuma,2007,18,122,"Action, Crime, Drama","7,7",319 767,$53.61M,Action, Crime, Drama
1007,1007,Comancheria,II) (2016,Tous publics avec avertissement,102,"Crime, Drama, Thriller","7,6",238 499,$26.86M,Crime, Drama, Thriller
1008,1008,True Grit,2010,Tous publics,110,"Drama, Western","7,6",346 462,$171.24M,Drama, Western,
1009,1009,Jeremiah Johnson,1972,Tous publics,108,"Adventure, Drama, Western","7,6",33 041,$47.74M,Adventure, Drama, Western
1010,1010,Géant,1956,Tous publics,201,"Drama, Western","7,6",,,Drama, Western,
1011,1011,L'Homme des vallées perdues,1953,Tous publics,118,"Drama, Western","7,6",42 345,$20.00M,Drama, Western,
1012,1012,Le dernier des géants,1976,Tous publics,100,"Drama, Romance, Western","7,6",,,Drama, Romance, Western
1013,1013,Il était une fois... la révolution,1971,Tous publics,157,"Drama, War, Western","7,6",35 883,$0.70M,Drama, War, Western
1014,1014,John McCabe,1971,12,120,"Drama, Western","7,6",26 298,$8.20M,Drama, Western,
1015,1015,Légendes d'automne,1994,Tous publics,133,"Drama, Romance, War","7,5",172 820,$66.64M,Drama, Romance, War
1016,1016,L'assassinat de Jesse James par le lâche Robert Ford,2007,Tous publics,160,"Biography, Crime, Drama","7,5",186 704,$3.90M,Biography, Crime, Drama
1017,1017,El Dorado,1966,Tous publics,126,"Drama, Romance, Western","7,5",28 603,$12.97M,Drama, Romance, Western
1018,1018,Des souris et des hommes,1992,Tous publics,115,"Drama, Western","7,5",45 104,$5.10M,Drama, Western,
1019,1019,Dead Man,1995,Tous publics,121,"Adventure, Drama, Fantasy","7,5",99 652,$1.04M,Adventure, Drama, Fantasy
1020,1020,Little Big Man,1970,Tous publics,139,"Adventure, Comedy, Drama","7,5",36 576,$31.56M,Adventure, Comedy, Drama
1021,1021,Open Range,2003,Tous publics,139,"Action, Drama, Romance","7,4",75 352,$58.33M,Action, Drama, Romance
1022,1022,Retour vers le futur 3,1990,Tous publics,118,"Adventure, Comedy, Sci-Fi","7,4",459 706,$87.73M,Adventure, Comedy, Sci-Fi
1023,1023,L'homme des hautes plaines,1973,Tous publics,105,"Drama, Mystery, Western","7,4",60 726,$15.70M,Drama, Mystery, Western
1024,1024,100 dollars pour un shérif,1969,12,128,"Adventure, Drama, Western","7,4",49 234,$31.13M,Adventure, Drama, Western
1025,1025,Lone Star,1996,Tous publics,135,"Drama, Mystery, Western","7,4",30 674,$13.27M,Drama, Mystery, Western
1026,1026,Yahsi Bati,2009,,112,"Adventure, Comedy, Fantasy","7,4",,,Adventure, Comedy, Fantasy
1027,1027,La ballade de Buster Scruggs,2018,16,133,"Comedy, Drama, Musical","7,3",,,Comedy, Drama, Musical
1028,1028,Pale Rider - Le cavalier solitaire,1985,Tous publics,115,"Drama, Western","7,3",61 778,$41.41M,Drama, Western,
1029,1029,Les sept femmes de Barberousse,1954,Tous publics,102,"Comedy, Drama, Musical","7,3",26 035,$9.40M,Comedy, Drama, Musical
1030,1030,Mon nom est Personne,1973,Tous publics,116,"Comedy, Drama, Western","7,3",28 245,$0.39M,Comedy, Drama, Western
